fold,eğitim_roc_auc_score,validasyon_roc_auc_score
1,0.8905325443786982,0.868421052631579
2,0.8911152949614488,0.9210526315789473
3,0.8861395015241169,0.868421052631579
4,0.8957324726555496,0.8759398496240601
5,0.8805809575040345,0.830827067669173
6,0.8911152949614488,0.9473684210526316
7,0.9075667921821768,0.6466165413533835
8,0.8624708624708626,0.8045112781954888
9,0.8957013574660633,0.8819444444444444
10,0.8891402714932126,0.875
