fold,eğitim_recall_score,validasyon_recall_score
1,0.9230769230769231,1.0
2,0.9393939393939394,0.8571428571428571
3,0.8939393939393939,0.8571428571428571
4,0.9545454545454546,0.8571428571428571
5,0.9393939393939394,0.8571428571428571
6,0.9393939393939394,0.8571428571428571
7,0.9393939393939394,0.7142857142857143
8,0.9545454545454546,0.5714285714285714
9,0.9384615384615385,1.0
10,0.9230769230769231,0.75
