fold,eğitim_recall_score,validasyon_recall_score
1,0.9076923076923077,0.875
2,0.8484848484848485,1.0
3,0.8787878787878788,0.7142857142857143
4,0.8787878787878788,0.8571428571428571
5,0.8484848484848485,1.0
6,0.8636363636363636,0.8571428571428571
7,0.8939393939393939,0.8571428571428571
8,0.8787878787878788,0.8571428571428571
9,0.8769230769230769,1.0
10,0.8615384615384616,0.75
