fold,eğitim_recall_score,validasyon_recall_score
1,0.7846153846153846,0.625
2,0.7878787878787878,0.5714285714285714
3,0.7727272727272727,0.7142857142857143
4,0.7575757575757576,0.8571428571428571
5,0.7424242424242424,0.8571428571428571
6,0.7424242424242424,1.0
7,0.7575757575757576,0.7142857142857143
8,0.7575757575757576,0.5714285714285714
9,0.7692307692307693,0.875
10,0.7538461538461538,0.75
