fold,eğitim_recall_score,validasyon_recall_score
1,0.8,0.7142857142857143
2,0.7818181818181819,0.7142857142857143
3,0.75,0.8333333333333334
4,0.7857142857142857,0.8333333333333334
5,0.7857142857142857,0.6666666666666666
6,0.75,0.6666666666666666
7,0.7678571428571429,1.0
8,0.75,1.0
9,0.7857142857142857,0.6666666666666666
10,0.8035714285714286,0.6666666666666666
