fold,eğitim_recall_score,validasyon_recall_score
1,0.8909090909090909,0.7142857142857143
2,0.8181818181818182,0.8571428571428571
3,0.875,0.8333333333333334
4,0.8571428571428571,1.0
5,0.8214285714285714,0.8333333333333334
6,0.8571428571428571,0.8333333333333334
7,0.8571428571428571,1.0
8,0.875,0.8333333333333334
9,0.875,1.0
10,0.8928571428571429,0.5
