fold,eğitim_recall_score,validasyon_recall_score
1,0.9152542372881356,1.0
2,0.864406779661017,0.7142857142857143
3,0.847457627118644,0.8571428571428571
4,0.8813559322033898,0.8571428571428571
5,0.8983050847457628,0.8571428571428571
6,0.8813559322033898,0.5714285714285714
7,0.85,0.8333333333333334
8,0.85,0.8333333333333334
9,0.8666666666666667,0.8333333333333334
10,0.9,0.8333333333333334
