fold,eğitim_recall_score,validasyon_recall_score
1,0.7457627118644068,1.0
2,0.7627118644067796,0.7142857142857143
3,0.7796610169491526,0.42857142857142855
4,0.7627118644067796,0.8571428571428571
5,0.7627118644067796,0.8571428571428571
6,0.7796610169491526,0.7142857142857143
7,0.75,1.0
8,0.7666666666666667,0.8333333333333334
9,0.8,0.5
10,0.7833333333333333,0.6666666666666666
